SAMPLE ID	IGSN	SOURCE	REFERENCE	CRUISE ID	LATITUDE	LONGITUDE	LOC PREC	MIN AGE	AGE	MAX AGE	MATERIAL	TYPE	COMPOSITION	ROCK NAME	MINERAL	SIO2	TIO2	AL2O3	CR2O3	FE2O3	FE2O3T	FEO	FEOT	NIO	MNO	MGO	CAO	NA2O	K2O	P2O5	BAO	LOI	H2O	H2O_M	H2O_P	SO3	V2O3	ZNO	FE	MN	NI	CO	CU	CD	ZN	AS	AG	S	AL	CA	MG	SR87_SR86	SR87_SR86_INI	RB87_SR86	ND143_ND144	SM147_ND144	PB206_PB204	PB207_PB204	PB208_PB204	BE10	BE10_BE9	SR87_SR86_INI	AR	AR39	AR40	AR38_AR36	AR40_AR36	AR40_AR39	LA	CE	PR	ND	SM	EU	GD	TB	DY	HO	ER	TM	YB	LU	CO2	F	CL	OH	U238_PB204	TH232_PB204	RA	AG	AL	AS	AU	B	BA	BE	BI	BR	C	CA	CD	CO	CR	CS	CU	GA	GER	HF	HG	I	INDIUM	K	LI	MG	MN	MO	NA	NB	NI	P	PB	PD	RB	RE	S	SB	SC	SE	SN	SR	TA	TE	TH	TI	TL	U	V	W	Y	ZN	ZR	TI	AS	AS	GER	H2O_M	H2O_P	H2O_M	H2O_P	INDIUM
1068.23105263158		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																													9.48		46.1	24.78				9465.15																							1.73	0.485																		24.78								9465.15					9.48	21.05		3.26					45.65			1.71					18.93		114.59	0.24		1.51			2.14				10.73	709.63	0.64	3.28				46.1		709.63	24.78	24.78						
CHTN_10CMA_G3		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																			0.205582																																																					0.575286																																																																
1139.58684210526		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																													8.11		35.09	18.59				8163.14																							3.32	0.36																		18.59								8163.14					8.11	18.47		2.29					36.52			2.3					24		125.02			1.23			1.74				12.53	657.86	0.72	3.48				35.09		657.86	18.59	18.59						
CHTN_50CMB_GR21		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																			0.240972																																																					0.728664																																																																
CHTN_50CMB_GR1		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																			0.142124																																																					0.783116																																																																
593.386315789474		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																													7.19		30.77	12.41				9526.88																							3.25	0.419																		12.41								9526.88					7.19	19.63		2.52					63.92			1.38					20.11		112.92	0.05		0.77			2.19				12.13	763.55	0.74	3.11				30.77		763.55	12.41	12.41						
753.99		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																													9.69		113.54	29.51				11414.1																							1.81	0.6																		29.51								11414.1					9.69	25.11		1.4					44.37			1.98					29.23		126.34			2.65			4.28				11.14	808.12	0.39	2.34				113.54		808.12	29.51	29.51						
2507.94210526316		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																															44.77	16.55				9713.42																							2.24	0.54																		16.55								9713.42						20.67		2.74					74.92			1.47					20.38		110.23			1.03			2.37				11.5	726.47	0.84	2.82				44.77		726.47	16.55	16.55						
1363.25894736842		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																															58.8	29.87				9114.17																							3.02	0.72																		29.87								9114.17						19.06		3.44					42.43			2.76					25.91		122.84			1.83			2.7				13.29	692.01	0.49	3.48				58.8		692.01	29.87	29.87						
CHTN_10CMB_GRN27		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																			0.221808																																																					0.857944																																																																
619.111052631579		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																															48.4	11.53				9666.72																							2.76	0.51																		11.53								9666.72						18.46		2.94					53.02			1.11					20.57		112			0.49			2.1				12	718.63	0.7	3.14				48.4		718.63	11.53	11.53						
1057.67526315789		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																															48.77	13.46				8427.73																							2.52	0.399																		13.46								8427.73						18.3		3.28					51.47			1.05					23.17		123.97			1.27			1.35				11.09	694.92	1.07	3.39				48.77		694.92	13.46	13.46						
CHTN_50CMB_GR16		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																			0.32002																																																					0.812437																																																																
2662.41789473684		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																													5.49		40.47	11.03				9043.93																							2.19	0.427																		11.03								9043.93					5.49	16.44		2.79					65.9			1.28					17.61		108.66			0.51			1.78				10.88	702.91	0.68	3.12				40.47		702.91	11.03	11.03						
2482.41157894737		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																															46.17	11.28				9627.29																							2.27	0.46																		11.28								9627.29						19.14		2.9					74.84			1.32					16.62		109.76	0.19		0.72			1.93				11.26	761.69	0.47	3.19				46.17		761.69	11.28	11.28						
RA06 P		GEOROC	ALFANO, F.; BONADONNA, C.; VOLENTIK, A. C. M.; CONNOR, C. B.; WATT, S. F. L.; PYLE, D. M.; CONNOR, L. J., 2011		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite		75.873	0.142	13.931					1.289		0.061	0.233	1.349	3.916	3.206																																																																																																																									
2708.46052631579		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																															39.04	10.97				9555.85																							2.54	0.408																		10.97								9555.85						16.77		3.29					70.84			1.7					16.88		112.63						1.86				11.79	744.14	0.45	3.3				39.04		744.14	10.97	10.97						
CHTN_50CMB_GR4		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																			0.379347																																																					0.98527																																																																
CHTN3_W1		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																			0.101206																																																					0.647178																																																																
130489-01		GEOROC	LOPEZ-ESCOBAR, L.; VERGARA, M. M., 1997		-42.5	-73.5	0.01				igneous	volcanic	felsic	dacite		69.275	0.559	16.114					3.192		0.021	1.107	3.392	3.827	2.358	0.155		2.27									12	13	12		48							0.705019			0.512779		18.632	15.588	38.494										16	36		17	3.23	0.97	3.21		3.29	0.62	1.64		1.55	0.23													363							13	115		12			2.9										5.6	12				83.9				9			178							41		20	48	194									
1308.37842105263		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																															99.73	43.12				9235.06																							2.05	0.36																		43.12								9235.06						19.8		2.37					46.02			5.42					29.43		109.92			2.47			4.93				9.6	656.41	0.56	2.4				99.73		656.41	43.12	43.12						
CHTN2_W3		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																			0.0553448																																																					0.53335																																																																
C09-B		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite		75.337	0.139	14.038					1.332		0.059	0.256	1.477	4.261	3.038	0.064																																																																																																																								
CHTN_10CMB_GRN33		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																			0.222241																																																					0.767433																																																																
1511.79842105263		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																													9.06		45.2	25.17				9090.1																							2.36	0.477																		25.17								9090.1					9.06	19.36		2.94					63.57			1.96					21.37		122.13	0.27		1.69			2.34				12.21	775.51	0.99	3.47				45.2		775.51	25.17	25.17						
RA08 A		GEOROC	ALFANO, F.; BONADONNA, C.; VOLENTIK, A. C. M.; CONNOR, C. B.; WATT, S. F. L.; PYLE, D. M.; CONNOR, L. J., 2011		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite		75.636	0.144	14.155					1.322		0.072	0.256	1.322	3.936	3.157																																																																																																																									
CHTN_10CMB_GRN32		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																			0.26708																																																					0.769247																																																																
2423.36		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																													12.32		152.26	16.18				9837.86																							2.31	0.66																		16.18								9837.86					12.32	20.63		2.52					73.29			1.14					27.69		105.04						11.67				10.87	712.83	0.76	3.74				152.26		712.83	16.18	16.18						
2352.68736842105		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																															42.32	10.38				8869.7																							2.95	0.442																		10.38								8869.7						17.03		2.93					69.64			1.43					17.21		108.86			0.65			1.82				10.16	704.9	0.61	3.47				42.32		704.9	10.38	10.38						
TUFFVEINM1		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																			0.274082																																																					0.561372																																																																
TUFFVEINM1		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																			0.236874																																																					0.539808																																																																
418.533684210526		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																													6.51		33.49	12.54				9266.78																							2.27	0.411																		12.54								9266.78					6.51	17.53		3.81					59.84			0.97					17.18		111.47			0.7			1.42				11.12	716.36	0.399	3.12				33.49		716.36	12.54	12.54						
949.112631578947		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																													5.34		48.79	13.8				10274																							3.06	0.64																		13.8								10274					5.34	18.76		2.48					57.69			1.34					20.05		123.47			0.94			2.02				12.1	789.98	0.68	3.36				48.79		789.98	13.8	13.8						
93.5247368421053		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																													5.84		30.09	12.03				9498.44																							2.42	0.474																		12.03								9498.44					5.84	17.89		3.05					60.36			1.14					18.01		112.57	0.29		0.49			2.23				12.02	752.07	0.68	3.1				30.09		752.07	12.03	12.03						
851.545263157895		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																															43.98	30.23				10174.4																							2.59	0.475																		30.23								10174.4						17.81		2.74					32.61			3.29					20.79		82.62			1.66			3.24				11.03	675.15	0.5	3.28				43.98		675.15	30.23	30.23						
CHTN_10CMB_GRN9		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																			0.237404																																																					0.741831																																																																
726.774210526316		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																															104.38	58.11				8023.75																							3.18	0.36																		58.11								8023.75						22.82		5.17					31.71			5.11					27.98		75.98			2.88			4.5				13.08	672.87	0.34	8.05				104.38		672.87	58.11	58.11						
921.039473684211		GEOROC	BERLO, K.; TUFFEN, H.; SMITH, V. C.; CASTRO, J. M.; PYLE, D. M.; MATHER, T. A.; GERAKI, K., 2013		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																													5.75		40.76	13.38				9191.39																							2.06	0.611																		13.38								9191.39					5.75	16.8		3.22					59.22			1.39					17.09		116.91						1.65				10.97	715.78	0.58	3.32				40.76		715.78	13.38	13.38						
CHTN_50CMB_GR5		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																			0.254489																																																					0.766666																																																																
CHTN_10CMB_GRN26		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																			0.0398562																																																					0.738606																																																																
RR2_2010		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																			0.12																																																					0.38																																																																
CHTN_10CMB_GRN3		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																			0.161158																																																					0.70474																																																																
R.RAYAS		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																			0.0738776																																																					0.0368159																																																																
R.RAYAS		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																			0.1284																																																					0.0651747																																																																
CHTN_10CMA_G20		GEOROC	CASTRO, J. M.; CORDONNIER, B.; TUFFEN, H.; TOBIN, M. J.; PUSKAR, L.; MARTIN, M. C.; BECHTEL, H. A., 2012		-42.916	-72.716	0.01	-1e-06	-1e-06	-1e-06	igneous	volcanic	felsic	rhyolite																			0.304829																																																					0.796076																																																																
